Date,Close,High,Low,Open,Volume
2022-01-03,52.549346923828125,52.855064387299564,52.09077072862097,52.71069636755213,12359400
2022-01-04,52.76165008544922,52.914508816395426,51.86148236315414,52.226644527137495,11415200
2022-01-05,52.7871208190918,53.72974849720839,52.75315149531446,53.02489960654715,11074100
2022-01-06,52.66718292236328,52.932747319807454,52.13605739535654,52.87278169262354,8048900
2022-01-07,53.82367706298828,53.97787207641574,52.435892531202896,52.675758339841,16670000
2022-01-10,55.768280029296875,55.95674531302244,53.76370573072765,53.79797274011082,27534100
2022-01-11,56.09381103515625,56.41076942128084,55.09151902542069,55.434182569344436,12999500
2022-01-12,55.528419494628906,55.99101433427807,55.151488913633884,55.56268650524336,10148200
2022-01-13,55.33995056152344,55.64834710099015,54.706027246292344,55.38278595591298,8201800
2022-01-14,55.62265396118164,55.67405121090428,55.04012783318969,55.065826458051006,10302000
2022-01-18,55.588382720947266,55.708313985019956,54.66319634961379,55.40848582483824,13301400
2022-01-19,55.44275665283203,55.96531714046969,55.18575733453791,55.56268792516551,12569200
2022-01-20,55.32282257080078,55.98244453513449,54.93732361293806,55.27141878829412,8523100
2022-01-21,54.43190002441406,55.61408245201388,54.21773611490776,55.45988417573879,13273200
2022-01-24,53.63521194458008,54.32910094483965,52.41875919562735,54.12350541434868,17667200
2022-01-25,53.50672149658203,53.806552992987314,52.64150056007185,53.3182594391746,16752800
2022-01-26,53.31825637817383,54.32054205702211,52.992726271693165,53.249722348227415,13664200
2022-01-27,54.70603561401367,55.27142499900772,53.412483627600594,53.549548414119634,16567900
2022-01-28,55.605525970458984,55.61408782191597,54.17490921752291,54.551836558211306,10848400
2022-01-31,55.588382720947266,55.68261536211348,55.16005491046947,55.322821569895424,12036600
2022-02-01,55.84538650512695,55.90535214197768,55.40849027334923,55.69118821954448,12055500
2022-02-02,55.511295318603516,55.66549361532382,54.85166672983594,55.55412418472517,12312300
2022-02-03,54.885929107666016,55.75115317371537,54.48329989269956,55.51129062924961,13946700
2022-02-04,55.67405319213867,56.068114037485195,53.88364588160135,54.09780981075258,13193700
2022-02-07,56.70204544067383,56.924771227003674,55.68262302009208,56.00814984794967,17538000
2022-02-08,56.44504928588867,56.787712907861824,56.19661832335226,56.75344589208801,13613900
2022-02-09,57.515865325927734,57.62722821821696,56.213751488971866,56.316545993926674,17159900
2022-02-10,56.976173400878906,57.48159713526228,56.68490705935412,57.28456998095719,21184400
2022-02-11,57.293128967285156,57.70432656541485,56.87336951818908,56.899068142616414,15613400
