Date,Close,High,Low,Open,Volume
2022-01-03,147.3597412109375,147.39593304056802,144.62785160879696,146.26517991954137,9317300
2022-01-04,147.87538146972656,148.70761416788727,146.7084364384974,146.80794327214375,9253800
2022-01-05,148.54481506347656,149.54892461005448,147.81207528369666,147.84826712136422,9330200
2022-01-06,147.29647827148438,149.44038252964765,147.09746454759693,148.6624235553086,7556000
2022-01-07,147.21505737304688,147.92968747638216,146.50041346656897,147.5678518955035,6098500
2022-01-10,145.2068328857422,147.55879168244053,144.89021641159908,147.00698346957023,8055000
2022-01-11,143.52426147460938,144.93543941694818,141.94120681821678,144.93543941694818,11957900
2022-01-12,143.84085083007812,144.1574672533511,142.7734264144994,143.16239889718454,7127500
2022-01-13,143.1895751953125,144.23891778579576,142.72823272337382,144.11227394233356,6551000
2022-01-14,144.5645294189453,145.179666322544,142.52917370802763,142.99052983651146,10708000
2022-01-18,141.7783660888672,143.40665358066832,141.15418806674836,143.40665358066832,10988400
2022-01-19,146.54563903808594,148.52672118173314,141.99548851047575,142.57443369282151,14088300
2022-01-20,147.33688354492188,149.45598976986977,145.62704366539825,145.62704366539825,10799100
2022-01-21,147.90077209472656,150.3836816066476,147.42784884474477,148.24638159697278,10900400
2022-01-24,146.7002716064453,149.26501800507873,144.35379322950814,148.63746968735845,14838100
2022-01-25,145.0995635986328,146.70026975175082,143.59891545775628,145.92720017755892,9369600
2022-01-26,143.8353271484375,145.1268105743998,142.22554555718892,143.09864508504123,10707100
2022-01-27,144.72665405273438,146.74571606999476,144.22643348491422,144.3628509681067,9083000
2022-01-28,145.97262573242188,146.38189200099814,143.08046448199408,144.25369630226825,9494200
2022-01-31,145.9272003173828,146.10909495922826,144.49020905476206,144.92677284839706,8950100
2022-02-01,145.2814483642578,146.70024576605775,143.4533707385262,146.2363985463136,6284100
2022-02-02,147.88258361816406,148.10085160445126,145.03588502386572,145.6452396150334,7558800
2022-02-03,149.28321838378906,150.0471842496182,146.99130690862918,147.31872283365203,10474500
2022-02-04,146.909423828125,149.60151126790615,146.80028983653568,148.36460847843958,8959900
2022-02-07,145.8089599609375,147.57335305295447,145.21778509463502,147.218653684241,6430500
2022-02-08,145.48153686523438,146.67296253486958,145.19958425690865,146.53653116742115,5048700
2022-02-09,145.15411376953125,146.0999740327004,144.8539814293232,145.84531881270607,8077400
2022-02-10,142.94407653808594,145.06318300848335,142.4711393911192,144.69028999111205,7033000
2022-02-11,142.14373779296875,144.2264710973147,141.49800970056867,143.70805677065024,9341400
2022-02-14,142.552978515625,142.8440071007322,139.47890842148243,142.0072808367549,9472200
2022-02-15,142.62574768066406,144.8994650161344,141.980005851216,143.48975749260893,6659200
2022-02-16,143.70802307128906,144.4083318846472,142.12552471398064,142.63483516817965,9315700
2022-02-17,145.35421752929688,145.8635280237119,143.10778355183263,144.04455404213243,7925500
2022-02-18,145.42697143554688,146.48197972744163,144.44473764948853,145.06318217238976,8063200
2022-02-22,143.63528442382812,146.31828234734843,142.48024585196939,145.61797342686654,8179500
2022-02-23,141.8435516357422,144.24459596520893,141.5161358691028,143.97174718006517,6273000
2022-02-24,138.0237274169922,141.8617632582459,136.93234590881784,141.55254104183578,13145100
2022-02-25,143.91720581054688,144.55384383740335,138.46937451984815,138.5421351340129,8888800
2022-02-28,141.77992248535156,142.96225831594097,139.89729168330538,142.14371172045458,8669200
2022-03-01,139.43344116210938,141.33426554440004,138.55123771622914,140.34292810609566,8311900
2022-03-02,139.8699951171875,141.04324108088065,138.78771727930175,139.11513314385914,6111300
2022-03-03,140.38841247558594,141.75264296198603,139.85181848157606,139.85181848157606,7451200
2022-03-04,141.0978240966797,141.2888224883835,138.74225590580394,139.26065632156332,8639100
2022-03-07,139.00599670410156,140.53394215693623,137.45987150227995,140.5066586557848,8374500
2022-03-08,133.5035858154297,139.1060288642875,133.31260132380373,138.40572001376282,9517200
2022-03-09,135.3043670654297,136.85049198637688,134.431253554184,135.3589340578197,7044100
2022-03-10,131.82102966308594,134.8587124898795,130.91154278960272,134.4221626763547,9221000
2022-03-11,130.2567138671875,132.9306075518339,130.0839091371681,132.2393886317563,7086100
2022-03-14,131.92111206054688,132.82149544489766,130.37498670244108,131.37541422701665,7964600
2022-03-15,136.66860961914062,136.91416110687516,133.59453924776878,133.70367324231748,9868400
2022-03-16,136.2047576904297,138.05101504878837,134.64043906004662,136.99602075663284,6908900
2022-03-17,136.6322021484375,136.8504839829002,135.05879382331352,136.41393419164248,6003800
2022-03-18,136.55946350097656,137.21429523201914,134.82235392886213,137.21429523201914,15570300
2022-03-21,137.07786560058594,137.7145036500473,135.73182888491496,136.82321038080138,6937500
2022-03-22,138.1328887939453,139.697207530491,136.8959859296457,139.54258252949217,7292100
2022-03-23,137.1688232421875,139.1605879296756,137.0505855023312,138.42390574862713,5531900
2022-03-24,137.40528869628906,137.84183854217298,136.56856237598262,137.2324839570912,4203100
2022-03-25,138.99691772460938,139.98825535127114,137.79638806916162,137.90553595999364,5047700
2022-03-28,139.95184326171875,139.97002300710213,138.81498468018717,139.73356141810413,4234000
2022-03-29,141.3888702392578,142.30744721148338,140.07920659884036,141.3070058534779,5643400
2022-03-30,140.41567993164062,140.4520533009472,138.18743983397962,138.69675027028288,5779300
2022-03-31,138.96963500976562,140.37023907139562,138.60583183438163,140.15197104383736,7538600
2022-04-01,141.0523223876953,141.38884198322958,138.296578144072,139.6244351468146,5742600
2022-04-04,140.1337432861328,140.37930863500065,137.5689835655924,139.88817793726497,5992000
2022-04-05,140.6248779296875,143.125967222916,139.64263028739003,139.70630103977223,7653000
2022-04-06,142.6348419189453,143.05319814997955,140.00642515381378,140.44297500983595,8884700
2022-04-07,144.4811248779297,144.96315194278262,142.76219477100628,143.58072763042804,6889700
2022-04-08,145.60887145996094,145.9999442011829,144.5356696041441,145.24506834033232,6045400
2022-04-11,145.0540771484375,146.6183957964419,144.27191782443532,145.47243336960764,6158400
2022-04-12,144.61749267578125,146.09087074493405,144.33555398508145,144.89034149434045,7221500
2022-04-13,145.0267791748047,145.89078890657825,144.34466403745694,144.68116973102806,5247700
